Binomial name,Motility,Gram staining,Aerophilicity,Extreme environment tolerance,Biofilm formation,Animal pathogenicity,Biosafety level,Health association,Host association,Plant pathogenicity,Spore formation,Hemolysis,Cell shape
Lentilactobacillus parabuchneri,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Lentilactobacillus parakefiri,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Clostridium carnis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Caballeronia novacaledonica,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces lydicamycinicus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Listeria booriae,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Clostridium tertium,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Moellerella wisconsensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Providencia rustigianii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gordonia westfalica,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Sphingobium phenoxybenzoativorans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Mycoplasma tullyi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Burkholderia savannae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Acinetobacter albensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Vibrio barjaei,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Arthrobacter pascens,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paraburkholderia terricola,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Elizabethkingia miricola,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Elizabethkingia bruuniana,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Elizabethkingia ursingii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Chitinasiproducens palmae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia concitans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia turbans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia catudaia,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia calidae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia hypogeia,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia pedi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Caballeronia glebae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Caballeronia ptereochthonis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Burkholderia guangdongensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Eikenella halliae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Halococcus dombrowskii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Bacteroides caecimuris,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Clostridium isatidis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Acinetobacter guerrae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudoalteromonas maricaloris,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudaminobacter arsenicus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Pseudomonas silesiensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Methylomonas fluvii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Elizabethkingia occulta,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces bikiniensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces nigrescens,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces phaeochromogenes,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces rubiginosus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Rhodoglobus vestalii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces peucetius,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Staphylococcus edaphicus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Streptomyces sclerotialus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Bifidobacterium italicum,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Bifidobacterium criceti,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces olivochromogenes,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces cellulosae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces noursei,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Acinetobacter silvestris,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Vibrio superstes,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudomonas laurylsulfatiphila,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Vibrio tarriae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Staphylococcus casei,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Bifidobacterium scaligerum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Salinibacterium amurskyense,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Enterobacter kobei,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Metamycoplasma arthritidis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paenarthrobacter nitroguajacolicus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Mycolicibacterium madagascariense,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Bartonella kosoyi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Nocardia aurea,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Staphylococcus nepalensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Klebsiella huaxiensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Methanocorpusculum parvum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Staphylococcus caeli,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Paraburkholderia lacunae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Helicobacter enhydrae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Halococcus qingdaonensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Clostridium chromiireducens,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Haloferax lucentense,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces africanus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Paenibacillus ottowii,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Corallococcus aberystwythensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Corallococcus carmarthensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Corallococcus terminator,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Corallococcus exercitus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Serratia inhibens,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Fervidobacterium islandicum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Mycobacterium neglectum,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
[Ochrobactrum] teleogrylli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Gulosibacter massiliensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Klebsiella africana,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces glebosus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Rubrivivax albus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Eikenella exigua,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paraburkholderia flava,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Atlantibacter subterranea,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Klebsiella spallanzanii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Prevotella vespertina,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Bifidobacterium canis,,gram stain positive,"facultatively anaerobic, aerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Citrobacter telavivensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptococcus catagoni,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces fagopyri,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconobacter aidae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Haloterrigena salifodinae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Sporolactobacillus kofuensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Sporolactobacillus terrae,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Corallococcus silvisoli,,gram stain negative,"anaerobic, facultatively anaerobic",TRUE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Acinetobacter kanungonis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myxococcus eversor,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pyxidicoccus trucidator,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myxococcus vastator,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Listeria immobilis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Arthrobacter ipis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Gluconobacter potus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gordonia asplenii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudoalteromonas caenipelagi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconobacter cadivus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Gluconobacter vitians,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paraburkholderia antibiotica,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paraburkholderia polaris,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconacetobacter dulcium,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptococcus vicugnae,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Pseudomonas vanderleydeniana,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Hoeflea marina,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces caniscabiei,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Janthinobacterium rivuli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces salinarius,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Clostridium hominis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Staphylococcus durrellii,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Staphylococcus lloydii,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Paraburkholderia youngii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Vibrio neonatus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Collimonas arenae,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Agrobacterium leguminum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces liliifuscus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Paenibacillus farraposensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Legionella cincinnatiensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Trinickia caryophylli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Xanthomonas bonasiae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Agrobacterium burrii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Alicyclobacillus suci,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Collimonas silvisoli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Collimonas humicola,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces hilarionis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces variegatus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudomonas farris,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudomonas khavaziana,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Citreicoccus inhibens,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces albospinus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces caniferus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces ardesiacus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Sphingomonas folli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Sphingomonas citri,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Shewanella acanthi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudomonas uvaldensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Natrinema salinisoli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Natrinema amylolyticum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Bacillus rhizoplanae,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces pinistramenti,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces pilosus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myroides oncorhynchi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
[Pseudomonas] carboxydohydrogena,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Helicobacter anatolicus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Flavobacterium covae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myxococcus qinghaiensis,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pyxidicoccus xibeiensis,,gram stain negative,"aerobic, facultatively anaerobic",TRUE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
